2533, 11730635691300645602
half 4226622 1056656
half 2113311 528328
half 1056655 264164
half 528327 132082
half 264163 66041
half 132081 33021
half 66040 16511
half 33020 8256
half 16510 4128
square 272580100 18574977660857476
half 136290050 34072513
half 68145025 17036257
root 8255 2042
half 4127 1032
square 17032129 72523350310129
half 8516064 2129017
half 4258032 1064509
half 2129016 532255
half 1064508 266128
half 532254 133064
half 266127 66532
half 133063 33266
half 66531 16633
half 33265 8317
half 16632 4159
square 276623424 19130129607215089
half 138311712 34577929
half 69155856 17288965
root 8316 2057
half 4158 1040
square 17288964 74727064726084
half 8644482 2161121
half 4322241 1080561
root 2079 509
half 1039 260
square 1079521 291341127481
half 539760 134941
half 269880 67471
half 134940 33736
half 67470 16868
half 33735 8434
half 16867 4217
square 284495689 20234449193772259
half 142247844 35561962
half 71123922 17780981
half 35561961 8890491
half 17780980 4445246
half 8890490 2222623
half 4445245 1111312
half 2222622 555656
half 1111311 277828
half 555655 138914
half 277827 69457
half 138913 34729
half 69456 17365
half 34728 8683
half 17364 4342
square 301508496 22726843214668381
half 150754248 37688563
half 75377124 18844282
root 8682 2148
half 4341 1086
square 18844281 88776726890671
half 9422140 2355536
half 4711070 1177768
half 2355535 588884
half 1177767 294442
half 588883 147221
half 294441 73611
half 147220 36806
half 73610 18403
half 36805 9202
half 18402 4601
square 338633604 28668179354848804
half 169316802 42329201
half 84658401 21164601
root 9201 2277
half 4600 1151
square 21160000 111936394710001
half 10580000 2645001
half 5290000 1322501
root 2300 564
half 1150 288
square 1322500 437251231876
half 661250 165313
half 330625 82657
root 575 139
half 287 72
square 82369 1696142449
half 41184 10297
half 20592 5149
square 424030464 44950458494006209
half 212015232 53003809
half 106007616 26501905
root 10296 2549
half 5148 1288
square 26501904 175587722280829
half 13250952 3312739
half 6625476 1656370
root 2574 632
half 1287 322
square 1656369 685889151949
half 828184 207047
half 414092 103524
half 207046 51762
half 103523 25881
half 51761 12941
half 25880 6471
square 669774400 112149436556396401
half 334887200 83721801
half 167443600 41860901
root 12940 3207
half 6470 1618
square 41860900 438083726737276
half 20930450 5232613
half 10465225 2616307
root 3235 795
half 1617 405
square 2614689 1709148988009
half 1307344 326837
half 653672 163419
half 326836 81710
half 163418 40855
half 81709 20428
half 40854 10214
half 20427 5107
square 417262329 43526962696310479
half 208631164 52157792
half 104315582 26078896
half 52157791 13039448
half 26078895 6519724
half 13039447 3259862
half 6519723 1629931
half 3259861 814966
half 1629930 407483
half 814965 203742
half 407482 101871
half 203741 50936
half 101870 25468
half 50935 12734
half 25467 6367
square 648568089 105160141355135959
half 324284044 81071012
half 162142022 40535506
half 81071011 20267753
half 40535505 10133877
half 20267752 5066939
half 10133876 2533470
half 5066938 1266735
half 2533469 633368
half 1266734 316684
half 633367 158342
half 316683 79171
half 158341 39586
half 79170 19793
half 39585 9897
half 19792 4949
square 391723264 38361778791772609
half 195861632 48965409
half 97930816 24482705
root 9896 2450
half 4948 1238
square 24482704 149850692667229
half 12241352 3060339
half 6120676 1530170
root 2474 607
half 1237 310
square 1530169 585353909599
half 765084 191272
half 382542 95636
half 191271 47818
half 95635 23909
half 47817 11955
half 23908 5978
square 571592464 81679486082499709
half 285796232 71449059
half 142898116 35724530
root 11954 2962
half 5977 1495
square 35724529 319060484136829
half 17862264 4465567
half 8931132 2232784
half 4465566 1116392
half 2232783 558196
half 1116391 279098
half 558195 139549
half 279097 69775
half 139548 34888
half 69774 17444
half 34887 8722
half 17443 4361
square 304258249 23143270445071939
half 152129124 38032282
half 76064562 19016141
half 38032281 9508071
half 19016140 4754036
half 9508070 2377018
half 4754035 1188509
half 2377017 594255
half 1188508 297128
half 594254 148564
half 297127 74282
half 148563 37141
half 74281 18571
half 37140 9286
half 18570 4643
square 344844900 29729501177791276
half 172422450 43105613
half 86211225 21552807
root 9285 2298
half 4642 1161
square 21548164 116080837555684
half 10774082 2693521
half 5387041 1346761
root 2321 569
half 1160 291
square 1345600 452659503601
half 672800 168201
half 336400 84101
root 580 140
half 290 73
square 84100 1768181476
half 42050 10513
half 21025 5257
root 145 34
half 72 19
square 5184 6717169
square 26873856 180551027358721
half 13436928 3359233
half 6718464 1679617
root 2592 636
half 1296 325
root 36 8
root 6 2
half 3 1
square 9 19
square 81 1621
square 6561 10760041
square 43046721 463255036451281
half 21523360 5380841
half 10761680 2690421
half 5380840 1345211
half 2690420 672606
half 1345210 336303
half 672605 168152
half 336302 84076
half 168151 42038
half 84075 21019
half 42037 10510
half 21018 5255
square 441756324 48787162338059164
half 220878162 55219541
half 110439081 27609771
root 10509 2602
half 5254 1314
square 27604516 190502318997436
half 13802258 3450565
half 6901129 1725283
root 2627 645
half 1313 329
square 1723969 743016847249
half 861984 215497
half 430992 107749
half 215496 53875
half 107748 26938
half 53874 13469
half 26937 6735
square 725601969 131624554172768749
half 362800984 90700247
half 181400492 45350124
half 90700246 22675062
half 45350123 11337531
half 22675061 5668766
half 11337530 2834383
half 5668765 1417192
half 2834382 708596
half 1417191 354298
half 708595 177149
half 354297 88575
half 177148 44288
half 88574 22144
half 44287 11072
half 22143 5536
square 490312449 60101574288516289
half 245156224 61289057
half 122578112 30644529
half 61289056 15322265
half 30644528 7661133
half 15322264 3830567
half 7661132 1915284
half 3830566 957642
half 1915283 478821
half 957641 239411
half 478820 119706
half 239410 59853
half 119705 29927
half 59852 14964
half 29926 7482
square 895565476 200509380226885276
half 447782738 111945685
half 223891369 55972843
root 14963 3711
half 7481 1871
square 55965361 783030393973741
half 27982680 6995671
half 13991340 3497836
half 6995670 1748918
half 3497835 874459
half 1748917 437230
half 874458 218615
half 437229 109308
half 218614 54654
half 109307 27327
half 54653 13664
half 27326 6832
square 746710276 139394058884321476
half 373355138 93338785
half 186677569 46669393
root 13663 3387
half 6831 1708
square 46662561 544348638104041
half 23331280 5832821
half 11665640 2916411
half 5832820 1458206
half 2916410 729103
half 1458205 364552
half 729102 182276
half 364551 91138
half 182275 45569
half 91137 22785
half 45568 11393
half 22784 5697
square 519110656 67368968163409921
half 259555328 64888833
half 129777664 32444417
root 11392 2822
half 5696 1425
square 32444416 263160024284161
half 16222208 4055553
half 8111104 2027777
root 2848 699
half 1424 357
square 2027776 1027968369601
half 1013888 253473
half 506944 126737
root 712 172
half 356 90
square 126736 4015471741
half 63368 15843
half 31684 7922
root 178 42
half 89 23
square 7921 15683581
square 62742241 984147185739961
half 31371120 7842781
half 15685560 3921391
half 7842780 1960696
half 3921390 980348
half 1960695 490174
half 980347 245087
half 490173 122544
half 245086 61272
half 122543 30636
half 61271 15318
half 30635 7659
square 938503225 220197075599224351
half 469251612 117312904
half 234625806 58656452
half 117312903 29328226
half 58656451 14664113
half 29328225 7332057
half 14664112 3666029
half 7332056 1833015
half 3666028 916508
half 1833014 458254
half 916507 229127
half 458253 114564
half 229126 57282
half 114563 28641
half 57281 14321
half 28640 7161
square 820249600 168202351369977601
half 410124800 102531201
half 205062400 51265601
root 14320 3551
half 7160 1791
square 51265600 657040423023601
half 25632800 6408201
half 12816400 3204101
root 3580 881
half 1790 448
square 3204100 2566563401476
half 1602050 400513
half 801025 200257
root 895 217
half 447 112
square 199809 9980859169
half 99904 24977
half 49952 12489
half 24976 6245
square 623800576 97281789498532801
half 311900288 77975073
half 155950144 38987537
root 12488 3095
half 6244 1562
square 38987536 380006981090941
half 19493768 4873443
half 9746884 2436722
root 3122 767
half 1561 391
square 2436721 1484401698781
half 1218360 304591
half 609180 152296
half 304590 76148
half 152295 38074
half 76147 19037
half 38073 9519
half 19036 4760
square 362369296 32827876580291581
half 181184648 45296163
half 90592324 22648082
root 9518 2356
half 4759 1190
square 22648081 128233887583621
half 11324040 2831011
half 5662020 1415506
half 2831010 707753
half 1415505 353877
half 707752 176939
half 353876 88470
half 176938 44235
half 88469 22118
half 44234 11059
half 22117 5530
square 489161689 59819789374042759
half 244580844 61145212
half 122290422 30572606
half 61145211 15286303
half 30572605 7643152
half 15286302 3821576
half 7643151 1910788
half 3821575 955394
half 1910787 477697
half 955393 238849
half 477696 119425
half 238848 59713
half 119424 29857
half 59712 14929
half 29856 7465
square 891380736 198639903905130241
half 445690368 111422593
half 222845184 55711297
root 14928 3702
half 7464 1867
square 55711296 775937111572081
half 27855648 6963913
half 13927824 3481957
root 3732 918
half 1866 467
square 3481956 3031003525996
half 1740978 435245
half 870489 217623
root 933 226
half 466 117
square 217156 11789127796
half 108578 27145
half 54289 13573
root 233 55
half 116 30
square 13456 45262621
square 181063936 8196037184687041
half 90531968 22632993
half 45265984 11316497
root 6728 1662
half 3364 842
root 58 13
half 29 8
square 841 176611
square 707281 125061426421
half 353640 88411
half 176820 44206
half 88410 22103
half 44205 11052
half 22102 5526
square 488498404 59657672555512204
half 244249202 61062301
half 122124601 30531151
root 11051 2737
half 5525 1382
square 30525625 232953437778751
half 15262812 3815704
half 7631406 1907852
half 3815703 953926
half 1907851 476963
half 953925 238482
half 476962 119241
half 238481 59621
half 119240 29811
half 59620 14906
half 29810 7453
square 888636100 197418529333643476
half 444318050 111079513
half 222159025 55539757
root 14905 3696
half 7452 1864
square 55532304 770959183004029
half 27766152 6941539
half 13883076 3470770
root 3726 917
half 1863 466
square 3470769 3011558495149
half 1735384 433847
half 867692 216924
half 433846 108462
half 216923 54231
half 108461 27116
half 54230 13558
half 27115 6779
square 735223225 135138297461044351
half 367611612 91902904
half 183805806 45951452
half 91902903 22975726
half 45951451 11487863
half 22975725 5743932
half 11487862 2871966
half 5743931 1435983
half 2871965 717992
half 1435982 358996
half 717991 179498
half 358995 89749
half 179497 44875
half 89748 22438
half 44874 11219
half 22437 5610
square 503418969 63357664461400999
half 251709484 62927372
half 125854742 31463686
half 62927371 15731843
half 31463685 7865922
half 15731842 3932961
half 7865921 1966481
half 3932960 983241
half 1966480 491621
half 983240 245811
half 491620 122906
half 245810 61453
half 122905 30727
half 61452 15364
half 30726 7682
square 944087076 222825101531535676
half 472043538 118010885
half 236021769 59005443
root 15363 3811
half 7681 1921
square 58997761 870183936003841
half 29498880 7374721
half 14749440 3687361
half 7374720 1843681
half 3687360 921841
half 1843680 460921
half 921840 230461
half 460920 115231
half 230460 57616
half 115230 28808
half 57615 14404
half 28807 7202
square 829843249 172159954270258189
half 414921624 103730407
half 207460812 51865204
half 103730406 25932602
half 51865203 12966301
half 25932601 6483151
half 12966300 3241576
half 6483150 1620788
half 3241575 810394
half 1620787 405197
half 810393 202599
half 405196 101300
half 202598 50650
half 101299 25325
half 50649 12663
half 25324 6332
square 641304976 102818017900263901
half 320652488 80163123
half 160326244 40081562
root 12662 3138
half 6331 1583
square 40081561 401632873028791
half 20040780 5010196
half 10020390 2505098
half 5010195 1252549
half 2505097 626275
half 1252548 313138
half 626274 156569
half 313137 78285
half 156568 39143
half 78284 19572
half 39142 9786
half 19571 4893
square 383024041 36676853900236411
half 191512020 47878006
half 95756010 23939003
half 47878005 11969502
half 23939002 5984751
half 11969501 2992376
half 5984750 1496188
half 2992375 748094
half 1496187 374047
half 748093 187024
half 374046 93512
half 187023 46756
half 93511 23378
half 46755 11689
half 23377 5845
square 546484129 74661225675601129
half 273242064 68310517
half 136621032 34155259
half 68310516 17077630
half 34155258 8538815
half 17077629 4269408
half 8538814 2134704
half 4269407 1067352
half 2134703 533676
half 1067351 266838
half 533675 133419
half 266837 66710
half 133418 33355
half 66709 16678
half 33354 8339
half 16677 4170
square 278122329 19338007402565479
half 139061164 34765292
half 69530582 17382646
half 34765291 8691323
half 17382645 4345662
half 8691322 2172831
half 4345661 1086416
half 2172830 543208
half 1086415 271604
half 543207 135802
half 271603 67901
half 135801 33951
half 67900 16976
half 33950 8488
half 16975 4244
square 288150625 20757695599935001
half 144075312 36018829
half 72037656 18009415
half 36018828 9004708
half 18009414 4502354
half 9004707 2251177
half 4502353 1125589
half 2251176 562795
half 1125588 281398
half 562794 140699
half 281397 70350
half 140698 35175
half 70349 17588
half 35174 8794
half 17587 4397
square 309302569 23917019720174299
half 154651284 38662822
half 77325642 19331411
half 38662821 9665706
half 19331410 4832853
half 9665705 2416427
half 4832852 1208214
half 2416426 604107
half 1208213 302054
half 604106 151027
half 302053 75514
half 151026 37757
half 75513 18879
half 37756 9440
half 18878 4720
square 356378884 31751477151176644
half 178189442 44547361
half 89094721 22273681
root 9439 2336
half 4719 1180
square 22268961 123976650437641
half 11134480 2783621
half 5567240 1391811
half 2783620 695906
half 1391810 347953
half 695905 173977
half 347952 86989
half 173976 43495
half 86988 21748
half 43494 10874
half 21747 5437
square 472932009 55916171165961019
half 236466004 59116502
half 118233002 29558251
half 59116501 14779126
half 29558250 7389563
half 14779125 3694782
half 7389562 1847391
half 3694781 923696
half 1847390 461848
half 923695 230924
half 461847 115462
half 230923 57731
half 115461 28866
half 57730 14433
half 28865 7217
square 833188225 173550654361365601
half 416594112 104148529
half 208297056 52074265
half 104148528 26037133
half 52074264 13018567
half 26037132 6509284
half 13018566 3254642
half 6509283 1627321
half 3254641 813661
half 1627320 406831
half 813660 203416
half 406830 101708
half 203415 50854
half 101707 25427
half 50853 12714
half 25426 6357
square 646481476 104484574541164276
half 323240738 80810185
half 161620369 40405093
root 12713 3151
half 6356 1590
square 40398736 408014457499741
half 20199368 5049843
half 10099684 2524922
root 3178 781
half 1589 398
square 2524921 1593805882831
half 1262460 315616
half 631230 157808
half 315615 78904
half 157807 39452
half 78903 19726
half 39451 9863
half 19725 4932
square 389075625 37844960395016251
half 194537812 48634454
half 97268906 24317227
half 48634453 12158614
half 24317226 6079307
half 12158613 3039654
half 6079306 1519827
half 3039653 759914
half 1519826 379957
half 759913 189979
half 379956 94990
half 189978 47495
half 94989 23748
half 47494 11874
half 23747 5937
square 563920009 79501443996660019
half 281960004 70490002
half 140980002 35245001
half 70490001 17622501
half 35245000 8811251
half 17622500 4405626
half 8811250 2202813
half 4405625 1101407
half 2202812 550704
half 1101406 275352
half 550703 137676
half 275351 68838
half 137675 34419
half 68837 17210
half 34418 8605
half 17209 4303
square 296149681 21926158315063021
half 148074840 37018711
half 74037420 18509356
half 37018710 9254678
half 18509355 4627339
half 9254677 2313670
half 4627338 1156835
half 2313669 578418
half 1156834 289209
half 578417 144605
half 289208 72303
half 144604 36152
half 72302 18076
half 36151 9038
half 18075 4519
square 326705625 26684141269983751
half 163352812 40838204
half 81676406 20419102
half 40838203 10209551
half 20419101 5104776
half 10209550 2552388
half 5104775 1276194
half 2552387 638097
half 1276193 319049
half 638096 159525
half 319048 79763
half 159524 39882
half 79762 19941
half 39881 9971
half 19940 4986
square 397603600 39522155583839101
half 198801800 49700451
half 99400900 24850226
root 9970 2468
half 4985 1247
square 24850225 154383414425101
half 12425112 3106279
half 6212556 1553140
half 3106278 776570
half 1553139 388285
half 776569 194143
half 388284 97072
half 194142 48536
half 97071 24268
half 48535 12134
half 24267 6067
square 588887289 86697059639220559
half 294443644 73610912
half 147221822 36805456
half 73610911 18402728
half 36805455 9201364
half 18402727 4600682
half 9201363 2300341
half 4600681 1150171
half 2300340 575086
half 1150170 287543
half 575085 143772
half 287542 71886
half 143771 35943
half 71885 17972
half 35942 8986
half 17971 4493
square 322956841 26075280206435611
half 161478420 40369606
half 80739210 20184803
half 40369605 10092402
half 20184802 5046201
half 10092401 2523101
half 5046200 1261551
half 2523100 630776
half 1261550 315388
half 630775 157694
half 315387 78847
half 157693 39424
half 78846 19712
half 39423 9856
half 19711 4928
square 388523521 37737631495428481
half 194261760 48565441
half 97130880 24282721
half 48565440 12141361
half 24282720 6070681
half 12141360 3035341
half 6070680 1517671
half 3035340 758836
half 1517670 379418
half 758835 189709
half 379417 94855
half 189708 47428
half 94854 23714
half 47427 11857
half 23713 5929
square 562306369 79047113013914449
half 281153184 70288297
half 140576592 35144149
half 70288296 17572075
half 35144148 8786038
half 17572074 4393019
half 8786037 2196510
half 4393018 1098255
half 2196509 549128
half 1098254 274564
half 549127 137282
half 274563 68641
half 137281 34321
half 68640 17161
half 34320 8581
half 17160 4291
square 294465600 21677497322223601
half 147232800 36808201
half 73616400 18404101
root 8580 2123
half 4290 1073
square 18404100 84677719601476
half 9202050 2300513
half 4601025 1150257
root 2145 525
half 1072 269
square 1149184 330155679169
half 574592 143649
half 287296 71825
root 536 129
half 268 68
square 71824 1289653789
half 35912 8979
half 17956 4490
root 134 31
half 67 17
square 4489 5036659
square 20151121 101516914351381
half 10075560 2518891
half 5037780 1259446
half 2518890 629723
half 1259445 314862
half 629722 157431
half 314861 78716
half 157430 39358
half 78715 19679
half 39357 9840
half 19678 4920
square 387223684 37485545265827044
half 193611842 48402961
half 96805921 24201481
root 9839 2436
half 4919 1230
square 24196561 146368385007541
half 12098280 3024571
half 6049140 1512286
half 3024570 756143
half 1512285 378072
half 756142 189036
half 378071 94518
half 189035 47259
half 94517 23630
half 47258 11815
half 23629 5908
square 558329641 77932996865214811
half 279164820 69791206
half 139582410 34895603
half 69791205 17447802
half 34895602 8723901
half 17447801 4361951
half 8723900 2180976
half 4361950 1090488
half 2180975 545244
half 1090487 272622
half 545243 136311
half 272621 68156
half 136310 34078
half 68155 17039
half 34077 8520
half 17038 4260
square 290293444 21067570834771924
half 145146722 36286681
half 72573361 18143341
root 8519 2107
half 4259 1065
square 18139081 82256560346371
half 9069540 2267386
half 4534770 1133693
half 2267385 566847
half 1133692 283424
half 566846 141712
half 283423 70856
half 141711 35428
half 70855 17714
half 35427 8857
half 17713 4429
square 313750369 24609823433471449
half 156875184 39218797
half 78437592 19609399
half 39218796 9804700
half 19609398 4902350
half 9804699 2451175
half 4902349 1225588
half 2451174 612794
half 1225587 306397
half 612793 153199
half 306396 76600
half 153198 38300
half 76599 19150
half 38299 9575
half 19149 4788
square 366684201 33614325724081051
half 183342100 45835526
half 91671050 22917763
half 45835525 11458882
half 22917762 5729441
half 11458881 2864721
half 5729440 1432361
half 2864720 716181
half 1432360 358091
half 716180 179046
half 358090 89523
half 179045 44762
half 89522 22381
half 44761 11191
half 22380 5596
square 500864400 62716286671623901
half 250432200 62608051
half 125216100 31304026
root 11190 2772
half 5595 1399
square 31304025 244985487474151
half 15652012 3913004
half 7826006 1956502
half 3913003 978251
half 1956501 489126
half 978250 244563
half 489125 122282
half 244562 61141
half 122281 30571
half 61140 15286
half 30570 7643
square 934524900 218334196946371276
half 467262450 116815613
half 233631225 58407807
root 15285 3791
half 7642 1911
square 58400164 852644774206684
half 29200082 7300021
half 14600041 3650011
root 3821 941
half 1910 478
square 3648100 3327157490476
half 1824050 456013
half 912025 228007
root 955 232
half 477 120
square 227529 12942304579
half 113764 28442
half 56882 14221
half 28441 7111
square 808890481 163575952360880221
half 404445240 101111311
half 202222620 50555656
half 101111310 25277828
half 50555655 12638914
half 25277827 6319457
half 12638913 3159729
half 6319456 1579865
half 3159728 789933
half 1579864 394967
half 789932 197484
half 394966 98742
half 197483 49371
half 98741 24686
half 49370 12343
half 24685 6172
square 609349225 92826619349687851
half 304674612 76168654
half 152337306 38084327
half 76168653 19042164
half 38084326 9521082
half 19042163 4760541
half 9521081 2380271
half 4760540 1190136
half 2380270 595068
half 1190135 297534
half 595067 148767
half 297533 74384
half 148766 37192
half 74383 18596
half 37191 9298
half 18595 4649
square 345774025 29889919004731651
half 172887012 43221754
half 86443506 21610877
half 43221753 10805439
half 21610876 5402720
half 10805438 2701360
half 5402719 1350680
half 2701359 675340
half 1350679 337670
half 675339 168835
half 337669 84418
half 168834 42209
half 84417 21105
half 42208 10553
half 21104 5277
square 445378816 49590572324045761
half 222689408 55672353
half 111344704 27836177
root 10552 2613
half 5276 1320
square 27836176 193713166616701
half 13918088 3479523
half 6959044 1739762
root 2638 647
half 1319 330
square 1739761 756691649341
half 869880 217471
half 434940 108736
half 217470 54368
half 108735 27184
half 54367 13592
half 27183 6796
square 738915489 136499024786298409
half 369457744 92364437
half 184728872 46182219
half 92364436 23091110
half 46182218 11545555
half 23091109 5772778
half 11545554 2886389
half 5772777 1443195
half 2886388 721598
half 1443194 360799
half 721597 180400
half 360798 90200
half 180399 45100
half 90199 22550
half 45099 11275
half 22549 5638
square 508457401 64632232030804351
half 254228700 63557176
half 127114350 31778588
half 63557175 15889294
half 31778587 7944647
half 15889293 3972324
half 7944646 1986162
half 3972323 993081
half 1986161 496541
half 993080 248271
half 496540 124136
half 248270 62068
half 124135 31034
half 62067 15517
half 31033 7759
square 963047089 231864923667081709
half 481523544 120380887
half 240761772 60190444
half 120380886 30095222
half 60190443 15047611
half 30095221 7523806
half 15047610 3761903
half 7523805 1880952
half 3761902 940476
half 1880951 470238
half 940475 235119
half 470237 117560
half 235118 58780
half 117559 29390
half 58779 14695
half 29389 7348
square 863713321 186500175002283931
half 431856660 107964166
half 215928330 53982083
half 107964165 26991042
half 53982082 13495521
half 26991041 6747761
half 13495520 3373881
half 6747760 1686941
half 3373880 843471
half 1686940 421736
half 843470 210868
half 421735 105434
half 210867 52717
half 105433 26359
half 52716 13180
half 26358 6590
square 694744164 120667363179328684
half 347372082 86843021
half 173686041 43421511
root 13179 3267
half 6589 1648
square 43414921 471213830505331
half 21707460 5426866
half 10853730 2713433
half 5426865 1356717
half 2713432 678359
half 1356716 339180
half 678358 169590
half 339179 84795
half 169589 42398
half 84794 21199
half 42397 10600
half 21198 5300
square 449355204 50480024728131604
half 224677602 56169401
half 112338801 28084701
root 10599 2625
half 5299 1325
square 28079401 197113183109851
half 14039700 3509926
half 7019850 1754963
half 3509925 877482
half 1754962 438741
half 877481 219371
half 438740 109686
